word1,word2,label,bert_pred,dual_pred,edit_distance,edit_distance_norm,char_jaccard,len_diff,bert_correct,dual_correct,category,ed_bin,jaccard_bin,len_diff_bin
slight,significant,1,0,1,8,0.7272727272727273,0.4,5,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
slim,fat,1,0,1,4,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
sloppy,slapdash,0,0,0,5,0.625,0.375,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
slow,active,1,1,1,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
slow,dull,0,0,0,4,1.0,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
slow,hinder,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
slow,interesting,1,1,1,10,0.9090909090909091,0.1,7,True,True,both,"(0.8,1.0]","(0,0.2]",6+
slow,quicken,1,1,1,7,1.0,0.0,3,True,True,both,"(0.8,1.0]",0,3-5
slow,smart,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
sluggish,inactive,0,0,0,7,0.875,0.08333333333333333,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
smack,crack,0,0,0,2,0.4,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
smack,slap,0,0,0,3,0.6,0.2857142857142857,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
small,coarse,1,0,0,5,0.8333333333333334,0.25,1,False,False,neither,"(0.8,1.0]","(0.2,0.4]",1
small,fine,0,1,0,5,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
small,harsh,1,0,1,5,1.0,0.3333333333333333,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
small,insignificant,0,1,0,11,0.8461538461538461,0.2,8,False,True,dual_only,"(0.8,1.0]","(0,0.2]",6+
small,low,0,1,0,5,1.0,0.16666666666666666,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
small,minor,0,1,0,5,1.0,0.125,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
small,uppercase,1,1,1,8,0.8888888888888888,0.2222222222222222,4,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
smart,quick,0,0,0,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
smart,slow,1,1,1,4,0.8,0.125,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
smash,wreck,0,0,0,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
smoker,nonsmoker,1,1,1,3,0.3333333333333333,0.8571428571428571,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
smooth,rough,1,0,1,4,0.6666666666666666,0.25,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
smooth,rough,1,0,1,4,0.6666666666666666,0.25,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
smooth,rough,1,0,1,4,0.6666666666666666,0.25,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
smooth,rough,1,0,1,4,0.6666666666666666,0.25,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
snappy,crisp,0,0,0,5,0.8333333333333334,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
sniff,suspect,0,0,1,6,0.8571428571428571,0.1111111111111111,2,True,False,bert_only,"(0.8,1.0]","(0,0.2]",2
snowy,white,0,1,1,5,1.0,0.1111111111111111,0,False,False,neither,"(0.8,1.0]","(0,0.2]",0
sob,laugh,1,0,1,5,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
soften,harden,1,0,1,4,0.6666666666666666,0.2,0,False,True,dual_only,"(0.6,0.8]","(0,0.2]",0
soften,sharpen,1,1,1,4,0.5714285714285714,0.3,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
softness,hardness,1,1,1,4,0.5,0.3,0,True,True,both,"(0.4,0.6]","(0.2,0.4]",0
soft,fit,1,0,0,3,0.75,0.4,1,False,False,neither,"(0.6,0.8]","(0.2,0.4]",1
soft,flabby,0,0,0,6,1.0,0.125,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
soft,flexible,0,0,1,8,1.0,0.1111111111111111,4,True,False,bert_only,"(0.8,1.0]","(0,0.2]",3-5
soft,hard,1,0,1,4,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
soft,heavy,1,0,1,5,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
soggy,wet,0,0,0,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
soldier,redcoat,0,0,1,7,1.0,0.4,0,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",0
solemn,grand,0,0,0,6,1.0,0.1,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
solidity,fluidity,1,1,1,3,0.375,0.5555555555555556,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
solid,cubic,0,0,1,4,0.8,0.125,0,True,False,bert_only,"(0.6,0.8]","(0,0.2]",0
solid,hollow,1,0,1,4,0.6666666666666666,0.2857142857142857,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
solid,soft,1,0,1,3,0.6,0.2857142857142857,1,False,True,dual_only,"(0.4,0.6]","(0.2,0.4]",1
solid,sound,0,0,0,2,0.4,0.42857142857142855,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
solid,strong,0,1,0,5,0.8333333333333334,0.2222222222222222,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
solid,whole,0,0,0,4,0.8,0.25,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
solitary,alone,0,0,0,7,0.875,0.3,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
solitary,gregarious,1,0,0,9,0.9,0.45454545454545453,2,False,False,neither,"(0.8,1.0]","(0.4,0.6]",2
solitary,lonely,0,1,0,6,0.75,0.3,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
soluble,insoluble,1,1,0,2,0.2222222222222222,0.75,2,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",2
solution,problem,1,0,1,8,1.0,0.16666666666666666,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
solvent,insolvent,1,1,1,2,0.2222222222222222,0.875,2,True,True,both,"(0.2,0.4]","(0.8,1.0]",2
somber,dark,0,1,0,6,1.0,0.1111111111111111,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
sonorous,resonant,0,1,0,7,0.875,0.5,0,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",0
sorrowful,joyful,1,0,1,5,0.5555555555555556,0.4444444444444444,3,False,True,dual_only,"(0.4,0.6]","(0.4,0.6]",3-5
sorry,hurt,0,0,0,4,0.8,0.14285714285714285,1,True,True,both,"(0.6,0.8]","(0,0.2]",1
sorry,poor,0,0,0,3,0.6,0.4,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
sort,suit,0,0,0,2,0.5,0.3333333333333333,0,True,True,both,"(0.4,0.6]","(0.2,0.4]",0
sound,deep,0,1,0,5,1.0,0.14285714285714285,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
sound,healthy,0,1,0,7,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
sound,honest,0,0,0,5,0.8333333333333334,0.375,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
sound,legal,0,0,0,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
sound,whole,0,0,0,5,1.0,0.1111111111111111,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
source,beginning,0,0,0,9,1.0,0.1,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
sour,tart,0,0,0,4,1.0,0.16666666666666666,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
southeastern,western,1,1,1,6,0.5,0.5,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
southern,north,1,1,0,5,0.625,0.625,3,True,False,bert_only,"(0.6,0.8]","(0.6,0.8]",3-5
southwestern,north,1,1,1,9,0.75,0.5555555555555556,7,True,True,both,"(0.6,0.8]","(0.4,0.6]",6+
south,north,1,1,0,2,0.4,0.42857142857142855,0,True,False,bert_only,"(0.2,0.4]","(0.4,0.6]",0
sovereign,subordinate,1,0,1,8,0.7272727272727273,0.46153846153846156,2,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",2
speaking,oratory,0,0,0,7,0.875,0.08333333333333333,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
special,limited,0,0,0,7,1.0,0.3,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
special,scheduled,1,0,1,7,0.7777777777777778,0.4,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
specific,broad,1,1,0,8,1.0,0.0,3,True,False,bert_only,"(0.8,1.0]",0,3-5
specific,generic,1,0,1,5,0.625,0.3333333333333333,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
specific,gross,1,0,1,8,1.0,0.1111111111111111,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
specific,unspecified,1,1,1,4,0.36363636363636365,0.6666666666666666,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
specific,widespread,1,1,1,9,0.9,0.4,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
specify,condition,0,1,0,8,0.8888888888888888,0.18181818181818182,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
spectacular,dramatic,0,0,0,10,0.9090909090909091,0.3333333333333333,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
spike,spindle,0,0,0,3,0.42857142857142855,0.5,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
spinal,vertebral,0,1,0,7,0.7777777777777778,0.18181818181818182,3,False,True,dual_only,"(0.6,0.8]","(0,0.2]",3-5
spirited,bold,0,0,0,7,0.875,0.1,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
spiritual,earthly,1,0,1,7,0.7777777777777778,0.36363636363636365,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
spiritual,internal,0,1,0,7,0.7777777777777778,0.5,1,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",1
spiritual,natural,1,0,1,6,0.6666666666666666,0.5555555555555556,2,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",2
spiritual,sensual,1,0,0,5,0.5555555555555556,0.4,2,False,False,neither,"(0.4,0.6]","(0.2,0.4]",2
spiritual,sensuous,1,0,0,7,0.7777777777777778,0.18181818181818182,1,False,False,neither,"(0.6,0.8]","(0,0.2]",1
spiritual,worldly,1,0,0,8,0.8888888888888888,0.16666666666666666,2,False,False,neither,"(0.8,1.0]","(0,0.2]",2
spite,water,0,0,0,4,0.8,0.25,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
split,unite,1,1,1,4,0.8,0.25,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
sporadic,infrequent,0,1,0,9,0.9,0.14285714285714285,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
sporadic,single,0,1,0,7,0.875,0.16666666666666666,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
spot,recognize,0,0,0,8,0.8888888888888888,0.09090909090909091,5,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
spread,collect,1,0,1,6,0.8571428571428571,0.1,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
spread,fold,1,0,1,5,0.8333333333333334,0.1111111111111111,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
spread,garner,1,0,0,5,0.8333333333333334,0.375,0,False,False,neither,"(0.8,1.0]","(0.2,0.4]",0
sprightly,gay,0,1,0,7,0.7777777777777778,0.2,6,False,True,dual_only,"(0.6,0.8]","(0,0.2]",6+
spring,woodland,0,0,0,7,0.875,0.09090909090909091,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
sprout,germinate,0,0,0,7,0.7777777777777778,0.16666666666666666,3,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
sprout,shoot,0,0,0,3,0.5,0.42857142857142855,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
square,adjust,0,0,0,6,1.0,0.3333333333333333,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
square,level,0,0,0,6,1.0,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
squat,tall,1,0,1,5,1.0,0.3333333333333333,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
stabilise,destabilise,1,1,1,2,0.18181818181818182,0.875,2,True,True,both,"(0,0.2]","(0.8,1.0]",2
stable,constant,0,1,0,6,0.75,0.3333333333333333,2,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",2
stack,pile,1,0,0,5,1.0,0.0,1,False,False,neither,"(0.8,1.0]",0,1
stake,picket,0,0,0,4,0.6666666666666666,0.375,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
stalk,sneak,1,0,0,3,0.6,0.42857142857142855,0,False,False,neither,"(0.4,0.6]","(0.4,0.6]",0
standard,average,0,0,0,7,0.875,0.2222222222222222,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
standard,uncommon,1,0,1,8,1.0,0.1,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
stand,kneel,1,0,1,5,1.0,0.125,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
stand,lie,1,0,1,5,1.0,0.0,2,False,True,dual_only,"(0.8,1.0]",0,2
stark,bleak,0,0,0,4,0.8,0.25,0,True,True,both,"(0.6,0.8]","(0.2,0.4]",0
startle,frighten,0,1,0,7,0.875,0.2727272727272727,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
start,cease,1,0,1,4,0.8,0.3333333333333333,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
start,end,1,1,1,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
start,end,1,1,1,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
start,end,1,1,1,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
start,end,1,1,1,5,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
start,finishing,1,1,1,8,0.8888888888888888,0.1111111111111111,4,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
start,stop,1,1,1,3,0.6,0.3333333333333333,1,True,True,both,"(0.4,0.6]","(0.2,0.4]",1
starve,feed,1,0,1,6,1.0,0.125,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
station,location,0,0,0,3,0.375,0.625,1,True,True,both,"(0.2,0.4]","(0.6,0.8]",1
station,place,0,0,0,6,0.8571428571428571,0.1,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
station,rank,0,0,0,6,0.8571428571428571,0.25,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
stative,active,1,1,1,3,0.42857142857142855,0.7142857142857143,1,True,True,both,"(0.4,0.6]","(0.6,0.8]",1
statuesque,short,1,0,0,9,0.9,0.2222222222222222,5,False,False,neither,"(0.8,1.0]","(0.2,0.4]",3-5
stay,change,1,1,1,5,0.8333333333333334,0.1111111111111111,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
stay,hold,0,1,0,4,1.0,0.0,0,False,True,dual_only,"(0.8,1.0]",0,0
stay,move,1,1,0,4,1.0,0.0,0,True,False,bert_only,"(0.8,1.0]",0,0
steady,constant,0,0,0,6,0.75,0.3333333333333333,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
steady,firm,0,0,0,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
steal,pinch,0,0,0,5,1.0,0.0,0,True,True,both,"(0.8,1.0]",0,0
steep,heavy,0,0,0,5,1.0,0.125,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
steep,moderate,1,1,1,7,0.875,0.2222222222222222,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
stem,bow,0,0,1,4,1.0,0.0,1,True,False,bert_only,"(0.8,1.0]",0,1
step,track,0,0,0,5,1.0,0.125,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
sterile,fertile,1,1,1,3,0.42857142857142855,0.7142857142857143,0,True,True,both,"(0.4,0.6]","(0.6,0.8]",0
sterility,fertility,1,1,1,3,0.3333333333333333,0.75,0,True,True,both,"(0.2,0.4]","(0.6,0.8]",0
stern,hard,0,0,1,4,0.8,0.125,1,True,False,bert_only,"(0.6,0.8]","(0,0.2]",1
stern,severe,0,0,0,3,0.5,0.5,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
stick,free,1,0,1,5,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
stick,move,1,1,1,5,1.0,0.0,1,True,True,both,"(0.8,1.0]",0,1
stiff,flexible,1,0,1,7,0.875,0.25,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
stiff,inflexible,0,1,0,9,0.9,0.2222222222222222,5,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
stiff,wet,0,0,0,5,1.0,0.16666666666666666,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
stillness,motion,1,0,1,7,0.7777777777777778,0.375,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
stimulate,sedate,1,1,1,5,0.5555555555555556,0.4444444444444444,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
stingy,generous,1,0,0,8,1.0,0.3,2,False,False,neither,"(0.8,1.0]","(0.2,0.4]",2
stolid,stupid,0,0,0,2,0.3333333333333333,0.5,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
stop,uphold,1,1,1,5,0.8333333333333334,0.25,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
stormy,tempestuous,0,0,0,9,0.8181818181818182,0.4444444444444444,5,True,True,both,"(0.8,1.0]","(0.4,0.6]",3-5
straighten,bend,1,0,1,9,0.9,0.18181818181818182,6,False,True,dual_only,"(0.8,1.0]","(0,0.2]",6+
straight,crooked,1,0,1,7,0.875,0.08333333333333333,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
straight,curly,1,0,1,7,0.875,0.09090909090909091,3,False,True,dual_only,"(0.8,1.0]","(0,0.2]",3-5
straight,true,0,1,0,6,0.75,0.2222222222222222,4,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
straight,wrong,1,1,1,6,0.75,0.2,3,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
strainer,filter,0,0,0,6,0.75,0.4444444444444444,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
strain,sort,0,0,0,4,0.6666666666666666,0.42857142857142855,2,True,True,both,"(0.6,0.8]","(0.4,0.6]",2
strait,difficulty,0,0,0,8,0.8,0.18181818181818182,4,True,True,both,"(0.6,0.8]","(0,0.2]",3-5
stranger,acquaintance,1,0,1,10,0.8333333333333334,0.36363636363636365,4,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
stranger,friend,1,0,1,7,0.875,0.3,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
strange,familiar,1,0,1,8,1.0,0.18181818181818182,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
strange,new,0,0,1,6,0.8571428571428571,0.25,4,True,False,bert_only,"(0.8,1.0]","(0.2,0.4]",3-5
strange,unusual,0,1,0,7,1.0,0.3333333333333333,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
stray,err,0,0,0,4,0.8,0.16666666666666666,2,True,True,both,"(0.6,0.8]","(0,0.2]",2
stream,burn,0,0,0,5,0.8333333333333334,0.1111111111111111,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
strengthening,weakening,1,1,1,7,0.5384615384615384,0.36363636363636365,4,True,True,both,"(0.4,0.6]","(0.2,0.4]",3-5
strength,stress,0,1,1,4,0.5,0.5714285714285714,2,False,False,neither,"(0.4,0.6]","(0.4,0.6]",2
strict,lax,1,0,1,6,1.0,0.0,3,False,True,dual_only,"(0.8,1.0]",0,3-5
strict,tense,0,1,0,5,0.8333333333333334,0.2857142857142857,1,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",1
strike,attain,0,0,0,5,0.8333333333333334,0.25,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
strike,punish,0,0,0,5,0.8333333333333334,0.2,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
strike,slash,0,0,0,5,0.8333333333333334,0.1111111111111111,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
striking,dramatic,0,0,0,8,1.0,0.2727272727272727,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
striking,impressive,0,0,0,8,0.8,0.2727272727272727,2,True,True,both,"(0.6,0.8]","(0.2,0.4]",2
stringent,restrictive,0,1,0,7,0.6363636363636364,0.5555555555555556,2,False,True,dual_only,"(0.6,0.8]","(0.4,0.6]",2
stringent,strict,0,0,0,4,0.4444444444444444,0.5,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
strip,dress,1,0,1,5,1.0,0.2857142857142857,0,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",0
strip,loot,0,0,0,5,1.0,0.14285714285714285,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
strong,active,0,1,0,6,1.0,0.09090909090909091,0,False,True,dual_only,"(0.8,1.0]","(0,0.2]",0
strong,mild,1,1,1,6,1.0,0.0,2,True,True,both,"(0.8,1.0]",0,2
strong,powerful,0,0,0,7,0.875,0.16666666666666666,2,True,True,both,"(0.8,1.0]","(0,0.2]",2
strong,powerless,1,1,1,8,0.8888888888888888,0.3,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
strong,vehement,0,1,0,7,0.875,0.2,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
strong,warm,0,1,0,5,0.8333333333333334,0.1111111111111111,2,False,True,dual_only,"(0.8,1.0]","(0,0.2]",2
structural,architectural,0,0,0,7,0.5384615384615384,0.6,3,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
structure,edifice,0,1,0,8,0.8888888888888888,0.2222222222222222,2,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",2
stubborn,harsh,0,0,0,8,1.0,0.2222222222222222,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
study,analyse,0,0,0,6,0.8571428571428571,0.2222222222222222,2,True,True,both,"(0.8,1.0]","(0.2,0.4]",2
stuff,empty,1,1,1,5,1.0,0.125,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
stupid,fat,0,0,0,6,1.0,0.125,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
stupid,inane,0,0,0,6,1.0,0.1111111111111111,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
subconscious,conscious,1,1,1,3,0.25,0.8571428571428571,3,True,True,both,"(0.2,0.4]","(0.8,1.0]",3-5
subject,capable,0,1,1,7,1.0,0.3,0,False,False,neither,"(0.8,1.0]","(0.2,0.4]",0
subject,case,0,0,0,6,0.8571428571428571,0.375,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
subject,obedient,0,1,0,6,0.75,0.2727272727272727,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
submissive,meek,0,1,0,9,0.9,0.25,6,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",6+
subnormal,normal,1,1,1,3,0.3333333333333333,0.6666666666666666,3,True,True,both,"(0.2,0.4]","(0.6,0.8]",3-5
subordinate,chief,1,0,1,10,0.9090909090909091,0.14285714285714285,6,False,True,dual_only,"(0.8,1.0]","(0,0.2]",6+
subordinate,main,1,0,1,9,0.8181818181818182,0.25,7,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",6+
substance,center,0,1,0,8,0.8888888888888888,0.4444444444444444,3,False,True,dual_only,"(0.8,1.0]","(0.4,0.6]",3-5
substantial,square,0,0,0,9,0.8181818181818182,0.2727272727272727,5,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
substantiate,prove,0,1,1,11,0.9166666666666666,0.08333333333333333,7,False,False,neither,"(0.8,1.0]","(0,0.2]",6+
subterminal,terminal,1,0,1,3,0.2727272727272727,0.7272727272727273,3,False,True,dual_only,"(0.2,0.4]","(0.6,0.8]",3-5
subterranean,underground,0,0,0,9,0.75,0.36363636363636365,1,True,True,both,"(0.6,0.8]","(0.2,0.4]",1
subtraction,addition,1,1,1,7,0.6363636363636364,0.45454545454545453,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
successful,happy,0,0,0,10,1.0,0.0,5,True,True,both,"(0.8,1.0]",0,3-5
succumb,survive,1,0,1,5,0.7142857142857143,0.2222222222222222,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
sudden,immediate,0,1,0,8,0.8888888888888888,0.2222222222222222,3,False,True,dual_only,"(0.8,1.0]","(0.2,0.4]",3-5
suffer,get,0,0,0,5,0.8333333333333334,0.14285714285714285,3,True,True,both,"(0.8,1.0]","(0,0.2]",3-5
suffragette,suffragist,0,0,1,3,0.2727272727272727,0.7777777777777778,1,True,False,bert_only,"(0.2,0.4]","(0.6,0.8]",1
suitable,appropriate,0,0,0,10,0.9090909090909091,0.36363636363636365,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
suit,agree,0,1,0,5,1.0,0.0,1,False,True,dual_only,"(0.8,1.0]",0,1
suit,sort,0,0,0,2,0.5,0.3333333333333333,0,True,True,both,"(0.4,0.6]","(0.2,0.4]",0
sullen,gloomy,0,0,0,6,1.0,0.1111111111111111,0,True,True,both,"(0.8,1.0]","(0,0.2]",0
sullen,morose,0,0,0,6,1.0,0.25,0,True,True,both,"(0.8,1.0]","(0.2,0.4]",0
sumptuous,grand,0,0,0,9,1.0,0.0,4,True,True,both,"(0.8,1.0]",0,3-5
sundown,sunup,1,1,1,4,0.5714285714285714,0.42857142857142855,2,True,True,both,"(0.4,0.6]","(0.4,0.6]",2
sunset,sunrise,1,1,1,3,0.42857142857142855,0.5714285714285714,1,True,True,both,"(0.4,0.6]","(0.4,0.6]",1
superficial,significant,1,0,1,7,0.6363636363636364,0.38461538461538464,0,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",0
superiority,inferiority,1,1,1,3,0.2727272727272727,0.5454545454545454,0,True,True,both,"(0.2,0.4]","(0.4,0.6]",0
superior,elder,0,1,0,6,0.75,0.2222222222222222,3,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",3-5
superior,subordinate,1,1,1,7,0.6363636363636364,0.5,3,True,True,both,"(0.6,0.8]","(0.4,0.6]",3-5
supernatural,metaphysical,0,1,1,10,0.8333333333333334,0.42857142857142855,0,False,False,neither,"(0.8,1.0]","(0.4,0.6]",0
supernatural,superhuman,0,1,0,5,0.4166666666666667,0.6363636363636364,2,False,True,dual_only,"(0.4,0.6]","(0.6,0.8]",2
supersonic,sonic,1,1,1,5,0.5,0.5555555555555556,5,True,True,both,"(0.4,0.6]","(0.4,0.6]",3-5
supplant,supersede,0,1,0,6,0.6666666666666666,0.3,1,False,True,dual_only,"(0.6,0.8]","(0.2,0.4]",1
supply,furnish,0,0,0,6,0.8571428571428571,0.2,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
support,assist,0,0,0,6,0.8571428571428571,0.25,1,True,True,both,"(0.8,1.0]","(0.2,0.4]",1
support,contradict,1,1,1,9,0.9,0.2727272727272727,3,True,True,both,"(0.8,1.0]","(0.2,0.4]",3-5
support,negate,1,1,1,7,1.0,0.1,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
suppress,overwhelm,0,1,0,8,0.8888888888888888,0.18181818181818182,1,False,True,dual_only,"(0.8,1.0]","(0,0.2]",1
supreme,inferior,1,1,1,7,0.875,0.2,1,True,True,both,"(0.8,1.0]","(0,0.2]",1
